Outcome,Metric,School Name,Score
Engaged Students,Chronic Absenteeism,"Martin Luther King, Jr. Elementary School",100
Engaged Students,Chronic Absenteeism,Mather Elementary School,100
Engaged Students,Chronic Absenteeism,Maurice J. Tobin K-8 School,100
Engaged Students,Chronic Absenteeism,Manassah E. Bradley Elementary School,100
Engaged Students,Chronic Absenteeism,Madison Park Technical Vocational High School,100
Engaged Students,Chronic Absenteeism,Mattahunt Elementary School,100
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Madison Park Technical Vocational High School,43.8
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mel H. King Middle,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mel H. King Elementary,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Lee Academy,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mel H. King South End Academy,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mel H. King Prep,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mary Lyon Pilot High School,-
Welcoming & Encourages Social Growth,Welcomed and Involved Families,"Martin Luther King, Jr. Elementary School",50
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Muriel S. Snowden International School at Copley,62.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mildred Avenue K-8 School,62.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Margarita Muniz Academy,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,New Mission High School,75
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Manassah E. Bradley Elementary School,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mather Elementary School,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mario Umana Academy,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Michael J. Perkins Elementary School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mattahunt Elementary School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Mary Lyon K-8 School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Maurice J. Tobin K-8 School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Nathan Hale Elementary School,81.3
Sense of Inclusion,Inclusive of Families and Community,New Mission High School,70.8
Sense of Inclusion,Inclusive of Families and Community,Michael J. Perkins Elementary School,79.2
Sense of Inclusion,Inclusive of Families and Community,Margarita Muniz Academy,70.8
Sense of Inclusion,Inclusive of Families and Community,Mattahunt Elementary School,70.8
Sense of Inclusion,Inclusive of Families and Community,Nathan Hale Elementary School,83.3
Sense of Inclusion,Inclusive of Families and Community,"Martin Luther King, Jr. Elementary School",54.2
Sense of Inclusion,Inclusive of Families and Community,Mel H. King Elementary,-
Sense of Inclusion,Inclusive of Families and Community,Mel H. King Prep,-
Sense of Inclusion,Inclusive of Families and Community,Mel H. King Middle,-
Sense of Inclusion,Inclusive of Families and Community,Lee Academy,-
Sense of Inclusion,Inclusive of Families and Community,Mel H. King South End Academy,-
Sense of Inclusion,Inclusive of Families and Community,Mary Lyon Pilot High School,-
Sense of Inclusion,Inclusive of Families and Community,Madison Park Technical Vocational High School,37.5
Sense of Inclusion,Inclusive of Families and Community,Mary Lyon K-8 School,75
Sense of Inclusion,Inclusive of Families and Community,Manassah E. Bradley Elementary School,75
Sense of Inclusion,Inclusive of Families and Community,Mildred Avenue K-8 School,75
Sense of Inclusion,Inclusive of Families and Community,Mario Umana Academy,75
Sense of Inclusion,Inclusive of Families and Community,Mather Elementary School,75
Sense of Inclusion,Inclusive of Families and Community,Muriel S. Snowden International School at Copley,58.3
Sense of Inclusion,Inclusive of Families and Community,Maurice J. Tobin K-8 School,66.7
Culture of High Achievement,Challenging Academic Environment,Lee Academy,-
Culture of High Achievement,Challenging Academic Environment,Mary Lyon Pilot High School,-
Culture of High Achievement,Challenging Academic Environment,Mel H. King Elementary,-
Culture of High Achievement,Challenging Academic Environment,Mel H. King Prep,-
Culture of High Achievement,Challenging Academic Environment,Mel H. King South End Academy,-
Culture of High Achievement,Challenging Academic Environment,Mel H. King Middle,-
Culture of High Achievement,Challenging Academic Environment,Madison Park Technical Vocational High School,50
Culture of High Achievement,Challenging Academic Environment,Muriel S. Snowden International School at Copley,50
Culture of High Achievement,Challenging Academic Environment,Mario Umana Academy,50
Culture of High Achievement,Challenging Academic Environment,Maurice J. Tobin K-8 School,62.5
Culture of High Achievement,Challenging Academic Environment,Mary Lyon K-8 School,75
Culture of High Achievement,Challenging Academic Environment,Margarita Muniz Academy,75
Culture of High Achievement,Challenging Academic Environment,Mildred Avenue K-8 School,75
Culture of High Achievement,Challenging Academic Environment,New Mission High School,75
Culture of High Achievement,Challenging Academic Environment,"Martin Luther King, Jr. Elementary School",75
Culture of High Achievement,Challenging Academic Environment,Mather Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Mattahunt Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Nathan Hale Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Manassah E. Bradley Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Michael J. Perkins Elementary School,75
Safe & Conducive to Learning,Safety,Nathan Hale Elementary School,93.8
Safe & Conducive to Learning,Safety,Lee Academy,-
Safe & Conducive to Learning,Safety,Mary Lyon Pilot High School,-
Safe & Conducive to Learning,Safety,Mel H. King Middle,-
Safe & Conducive to Learning,Safety,Mel H. King Prep,-
Safe & Conducive to Learning,Safety,Mel H. King South End Academy,-
Safe & Conducive to Learning,Safety,Mel H. King Elementary,-
Safe & Conducive to Learning,Safety,Mildred Avenue K-8 School,50
Safe & Conducive to Learning,Safety,Margarita Muniz Academy,62.5
Safe & Conducive to Learning,Safety,Mario Umana Academy,62.5
Safe & Conducive to Learning,Safety,Mather Elementary School,62.5
Safe & Conducive to Learning,Safety,Mattahunt Elementary School,62.5
Safe & Conducive to Learning,Safety,Michael J. Perkins Elementary School,62.5
Safe & Conducive to Learning,Safety,Madison Park Technical Vocational High School,37.5
Safe & Conducive to Learning,Safety,Manassah E. Bradley Elementary School,87.5
Safe & Conducive to Learning,Safety,New Mission High School,68.8
Safe & Conducive to Learning,Safety,Mary Lyon K-8 School,68.8
Safe & Conducive to Learning,Safety,"Martin Luther King, Jr. Elementary School",56.3
Safe & Conducive to Learning,Safety,Maurice J. Tobin K-8 School,56.3
Safe & Conducive to Learning,Safety,Muriel S. Snowden International School at Copley,56.3
Engaged Students,Student Engagement and Enthusiasm,Mary Lyon Pilot High School,-
Engaged Students,Student Engagement and Enthusiasm,Mel H. King South End Academy,-
Engaged Students,Student Engagement and Enthusiasm,Mel H. King Elementary,-
Engaged Students,Student Engagement and Enthusiasm,Mel H. King Prep,-
Engaged Students,Student Engagement and Enthusiasm,Lee Academy,-
Engaged Students,Student Engagement and Enthusiasm,Mel H. King Middle,-
Engaged Students,Student Engagement and Enthusiasm,Madison Park Technical Vocational High School,25
Engaged Students,Student Engagement and Enthusiasm,Muriel S. Snowden International School at Copley,50
Engaged Students,Student Engagement and Enthusiasm,Mario Umana Academy,50
Engaged Students,Student Engagement and Enthusiasm,Maurice J. Tobin K-8 School,50
Engaged Students,Student Engagement and Enthusiasm,Margarita Muniz Academy,62.5
Engaged Students,Student Engagement and Enthusiasm,New Mission High School,62.5
Engaged Students,Student Engagement and Enthusiasm,Mary Lyon K-8 School,62.5
Engaged Students,Student Engagement and Enthusiasm,Nathan Hale Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Manassah E. Bradley Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,"Martin Luther King, Jr. Elementary School",75
Engaged Students,Student Engagement and Enthusiasm,Mildred Avenue K-8 School,75
Engaged Students,Student Engagement and Enthusiasm,Mattahunt Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Mather Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Michael J. Perkins Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Mary Lyon Pilot High School,-
Welcoming & Encourages Social Growth,Family Engagement,Mel H. King Elementary,-
Welcoming & Encourages Social Growth,Family Engagement,Mel H. King South End Academy,-
Welcoming & Encourages Social Growth,Family Engagement,Mel H. King Middle,-
Welcoming & Encourages Social Growth,Family Engagement,Lee Academy,-
Welcoming & Encourages Social Growth,Family Engagement,Mel H. King Prep,-
Welcoming & Encourages Social Growth,Family Engagement,Margarita Muniz Academy,100
Welcoming & Encourages Social Growth,Family Engagement,Nathan Hale Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,New Mission High School,100
Welcoming & Encourages Social Growth,Family Engagement,Mario Umana Academy,100
Welcoming & Encourages Social Growth,Family Engagement,Manassah E. Bradley Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Muriel S. Snowden International School at Copley,100
Welcoming & Encourages Social Growth,Family Engagement,Mattahunt Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Maurice J. Tobin K-8 School,100
Welcoming & Encourages Social Growth,Family Engagement,Mary Lyon K-8 School,62.5
Welcoming & Encourages Social Growth,Family Engagement,"Martin Luther King, Jr. Elementary School",75
Welcoming & Encourages Social Growth,Family Engagement,Mather Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Madison Park Technical Vocational High School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Mildred Avenue K-8 School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Michael J. Perkins Elementary School,87.5
Safe & Conducive to Learning,Suspensions,Muriel S. Snowden International School at Copley,12.5
Safe & Conducive to Learning,Suspensions,Mel H. King Middle,-
Safe & Conducive to Learning,Suspensions,Mary Lyon Pilot High School,-
Safe & Conducive to Learning,Suspensions,Mel H. King Prep,-
Safe & Conducive to Learning,Suspensions,Mel H. King South End Academy,-
Safe & Conducive to Learning,Suspensions,Margarita Muniz Academy,25
Safe & Conducive to Learning,Suspensions,Madison Park Technical Vocational High School,50
Safe & Conducive to Learning,Suspensions,Maurice J. Tobin K-8 School,62.5
Safe & Conducive to Learning,Suspensions,Mary Lyon K-8 School,62.5
Safe & Conducive to Learning,Suspensions,Mildred Avenue K-8 School,62.5
Safe & Conducive to Learning,Suspensions,New Mission High School,37.5
Safe & Conducive to Learning,Suspensions,Mario Umana Academy,37.5
