Outcome,Metric,School Name,Score
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Patrick J. Kennedy Elementary School,87.5
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Ruth Batson Academy,68.8
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Thomas A. Edison Elementary School,68.8
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Shaw-Taylor Elementary School,68.8
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Roger Clap Innovation School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Patrick F. Lyndon K-8 Pilot School,81.3
Welcoming & Encourages Social Growth,Welcomed and Involved Families,Rafael Hernandez Elementary School,81.3
Sense of Inclusion,Inclusive of Families and Community,Sarah Greenwood K-8 School,70.8
Sense of Inclusion,Inclusive of Families and Community,Ruth Batson Academy,70.8
Sense of Inclusion,Inclusive of Families and Community,Shaw-Taylor Elementary School,70.8
Sense of Inclusion,Inclusive of Families and Community,Roger Clap Innovation School,79.2
Sense of Inclusion,Inclusive of Families and Community,TechBoston Academy,45.8
Sense of Inclusion,Inclusive of Families and Community,Samuel Adams Elementary School,83.3
Sense of Inclusion,Inclusive of Families and Community,Phineas Bates Elementary School,83.3
Sense of Inclusion,Inclusive of Families and Community,Rev. Dr. Michael E. Haynes Early Education Center,-
Sense of Inclusion,Inclusive of Families and Community,Paul A. Dever Elementary School,62.5
Sense of Inclusion,Inclusive of Families and Community,Patrick F. Lyndon K-8 Pilot School,75
Sense of Inclusion,Inclusive of Families and Community,Rafael Hernandez Elementary School,75
Sense of Inclusion,Inclusive of Families and Community,Patrick J. Kennedy Elementary School,75
Sense of Inclusion,Inclusive of Families and Community,Oliver W. Holmes Elementary School,75
Sense of Inclusion,Inclusive of Families and Community,Oliver Hazard Perry Elementary School,87.5
Sense of Inclusion,Inclusive of Families and Community,Samuel W. Mason Elementary School,68.8
Sense of Inclusion,Inclusive of Families and Community,Thomas A. Edison Elementary School,66.7
Sense of Inclusion,Inclusive of Families and Community,Richard J. Murphy K-8 School,66.7
Sense of Inclusion,Inclusive of Families and Community,The English High School,66.7
Sense of Inclusion,Inclusive of Families and Community,Philbrick-Sumner Elementary School,66.7
Sense of Inclusion,Inclusive of Families and Community,Orchard Gardens K-8 School,66.7
Culture of High Achievement,Challenging Academic Environment,Rev. Dr. Michael E. Haynes Early Education Center,-
Culture of High Achievement,Challenging Academic Environment,Rafael Hernandez Elementary School,50
Culture of High Achievement,Challenging Academic Environment,Richard J. Murphy K-8 School,50
Culture of High Achievement,Challenging Academic Environment,Orchard Gardens K-8 School,62.5
Culture of High Achievement,Challenging Academic Environment,Thomas A. Edison Elementary School,62.5
Culture of High Achievement,Challenging Academic Environment,Sarah Greenwood K-8 School,62.5
Culture of High Achievement,Challenging Academic Environment,Ruth Batson Academy,62.5
Culture of High Achievement,Challenging Academic Environment,Patrick J. Kennedy Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Shaw-Taylor Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Phineas Bates Elementary School,75
Culture of High Achievement,Challenging Academic Environment,TechBoston Academy,75
Culture of High Achievement,Challenging Academic Environment,Roger Clap Innovation School,75
Culture of High Achievement,Challenging Academic Environment,Oliver W. Holmes Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Samuel W. Mason Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Oliver Hazard Perry Elementary School,75
Culture of High Achievement,Challenging Academic Environment,The English High School,75
Culture of High Achievement,Challenging Academic Environment,Paul A. Dever Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Patrick F. Lyndon K-8 Pilot School,75
Culture of High Achievement,Challenging Academic Environment,Samuel Adams Elementary School,75
Culture of High Achievement,Challenging Academic Environment,Philbrick-Sumner Elementary School,75
Safe & Conducive to Learning,Safety,Rafael Hernandez Elementary School,43.8
Safe & Conducive to Learning,Safety,Rev. Dr. Michael E. Haynes Early Education Center,-
Safe & Conducive to Learning,Safety,Richard J. Murphy K-8 School,50
Safe & Conducive to Learning,Safety,Roger Clap Innovation School,50
Safe & Conducive to Learning,Safety,Ruth Batson Academy,50
Safe & Conducive to Learning,Safety,Orchard Gardens K-8 School,50
Safe & Conducive to Learning,Safety,Shaw-Taylor Elementary School,50
Safe & Conducive to Learning,Safety,Oliver Hazard Perry Elementary School,100
Safe & Conducive to Learning,Safety,Oliver W. Holmes Elementary School,62.5
Safe & Conducive to Learning,Safety,The English High School,62.5
Safe & Conducive to Learning,Safety,Patrick J. Kennedy Elementary School,75
Safe & Conducive to Learning,Safety,Samuel Adams Elementary School,75
Safe & Conducive to Learning,Safety,Patrick F. Lyndon K-8 Pilot School,75
Safe & Conducive to Learning,Safety,Phineas Bates Elementary School,68.8
Safe & Conducive to Learning,Safety,Thomas A. Edison Elementary School,68.8
Safe & Conducive to Learning,Safety,Sarah Greenwood K-8 School,68.8
Safe & Conducive to Learning,Safety,Philbrick-Sumner Elementary School,68.8
Safe & Conducive to Learning,Safety,TechBoston Academy,56.3
Safe & Conducive to Learning,Safety,Samuel W. Mason Elementary School,56.3
Safe & Conducive to Learning,Safety,Paul A. Dever Elementary School,56.3
Engaged Students,Student Engagement and Enthusiasm,Rev. Dr. Michael E. Haynes Early Education Center,-
Engaged Students,Student Engagement and Enthusiasm,Shaw-Taylor Elementary School,100
Engaged Students,Student Engagement and Enthusiasm,Oliver Hazard Perry Elementary School,100
Engaged Students,Student Engagement and Enthusiasm,Patrick J. Kennedy Elementary School,100
Engaged Students,Student Engagement and Enthusiasm,Phineas Bates Elementary School,62.5
Engaged Students,Student Engagement and Enthusiasm,Orchard Gardens K-8 School,62.5
Engaged Students,Student Engagement and Enthusiasm,Rafael Hernandez Elementary School,62.5
Engaged Students,Student Engagement and Enthusiasm,Ruth Batson Academy,62.5
Engaged Students,Student Engagement and Enthusiasm,Philbrick-Sumner Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Sarah Greenwood K-8 School,75
Engaged Students,Student Engagement and Enthusiasm,The English High School,75
Engaged Students,Student Engagement and Enthusiasm,Patrick F. Lyndon K-8 Pilot School,75
Engaged Students,Student Engagement and Enthusiasm,Thomas A. Edison Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Oliver W. Holmes Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Roger Clap Innovation School,75
Engaged Students,Student Engagement and Enthusiasm,Samuel W. Mason Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,TechBoston Academy,75
Engaged Students,Student Engagement and Enthusiasm,Richard J. Murphy K-8 School,75
Engaged Students,Student Engagement and Enthusiasm,Samuel Adams Elementary School,75
Engaged Students,Student Engagement and Enthusiasm,Paul A. Dever Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Philbrick-Sumner Elementary School,93.8
Welcoming & Encourages Social Growth,Family Engagement,Rev. Dr. Michael E. Haynes Early Education Center,-
Welcoming & Encourages Social Growth,Family Engagement,Samuel Adams Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Rafael Hernandez Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Patrick J. Kennedy Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Paul A. Dever Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Ruth Batson Academy,100
Welcoming & Encourages Social Growth,Family Engagement,Samuel W. Mason Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Oliver Hazard Perry Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,Roger Clap Innovation School,100
Welcoming & Encourages Social Growth,Family Engagement,Phineas Bates Elementary School,100
Welcoming & Encourages Social Growth,Family Engagement,The English High School,100
Welcoming & Encourages Social Growth,Family Engagement,TechBoston Academy,100
Welcoming & Encourages Social Growth,Family Engagement,Orchard Gardens K-8 School,100
Welcoming & Encourages Social Growth,Family Engagement,Richard J. Murphy K-8 School,100
Welcoming & Encourages Social Growth,Family Engagement,Oliver W. Holmes Elementary School,75
Welcoming & Encourages Social Growth,Family Engagement,Thomas A. Edison Elementary School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Patrick F. Lyndon K-8 Pilot School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Sarah Greenwood K-8 School,87.5
Welcoming & Encourages Social Growth,Family Engagement,Shaw-Taylor Elementary School,87.5
Safe & Conducive to Learning,Suspensions,Ruth Batson Academy,12.5
Safe & Conducive to Learning,Suspensions,The English High School,25
Safe & Conducive to Learning,Suspensions,TechBoston Academy,25
Safe & Conducive to Learning,Suspensions,Sarah Greenwood K-8 School,25
Safe & Conducive to Learning,Suspensions,Patrick F. Lyndon K-8 Pilot School,25
Safe & Conducive to Learning,Suspensions,Rafael Hernandez Elementary School,62.5
Safe & Conducive to Learning,Suspensions,Orchard Gardens K-8 School,37.5
Safe & Conducive to Learning,Suspensions,Richard J. Murphy K-8 School,37.5
